#{"t_start": 1626354433.356354, "env_id": null}
r,l,t
-321.747458,47,4047.194818
-1403.240749,215,4059.83689
-529.626871,80,4064.633182
-1479.91961,212,4078.738481
-1367.58834,197,4091.048078
-3230.904065,411,4117.504267
-1531.815238,215,4131.001144
-2310.488633,317,4149.301793
-5657.754198,727,4197.576388
-3077.498151,426,4226.29821
-3132.100632,425,4253.861839
-605.718655,74,4258.111432
-492.703982,119,4265.245935
-463.44256,57,4268.466959
-93.031354,19,4269.693084
-2437.965175,348,4291.964057
-5247.531885,677,4336.559216
-688.689651,100,4342.44734
-800.661305,108,4349.232032
-1095.777813,185,4360.724863
-36.357447,17,4361.920157
-1345.596873,171,4372.30419
-1473.079784,218,4385.452773
2680933.1921,176,4396.41791
697526.229999,366,4419.18234
-7360.528707,943,4481.442301
-708.845104,103,4487.883779
-22.844517,37,4490.228423
-1598.068962,221,4503.513148
-247.197906,32,4505.560463
-571.601799,71,4510.153067
-1175.910211,170,4520.269508
-333.253874,69,4524.518558
-948.860756,144,4532.908093
-403.865194,84,4537.932047
-3278.464291,610,4574.631115
978539.611002,514,4609.842838
-2041.252675,353,4633.901038
-269.731579,49,4637.07805
-2593.432933,352,4660.325651
-497.279303,82,4665.565636
-3370.880595,480,4696.929361
-931.674989,140,4706.106267
-1054.041291,165,4715.776189
-279.669369,84,4720.850417
-454.202863,67,4725.391853
-1869.335154,348,4746.547097
-1641.8651,240,4761.817294
-1122.212496,148,4770.163375
-791.12009,130,4777.911888
-1619.248948,235,4792.083571
-233.827516,59,4795.675806
-363.566235,46,4798.521682
-259.673127,34,4800.61718
-4531.527254,642,4839.522135
-402.409497,91,4845.009747
-661.792733,101,4851.12861
-691.67273,95,4856.798818
-1056.754323,151,4865.400198
-3089.572362,414,4889.539479
-2241.903714,306,4908.445967
-927.404931,128,4916.607072
-573.84737,78,4921.254955
-271.121091,74,4925.713136
-1400.127643,221,4938.726976
-850.817832,151,4948.346467
-532.770912,70,4952.516945
-839.75346,107,4958.590719
-1175.147325,146,4967.119127
-922.56645,228,4981.446742
-293.613912,51,4984.607214
-9482.890871,1198,5063.943079
-568.134366,89,5069.295003
-241.361881,38,5071.627336
-888.652426,165,5081.932545
-1679.465546,253,5097.906094
-420.591419,55,5100.891718
-360.585532,138,5109.027064
-387.542562,78,5113.600316
-152.667074,26,5115.210083
-323.80901,45,5117.733543
-654.498551,84,5122.60037
-350.273199,44,5125.021607
-131.134357,17,5126.147419
-386.449249,53,5129.377589
-488.642784,74,5133.44156
-929.363459,116,5140.148887
-129.396537,25,5141.722841
-952.901154,152,5150.822924
-4253.030251,548,5186.820503
-849.132872,137,5195.918554
-344.631504,75,5200.509958
-611.213733,82,5204.841775
-586.010595,89,5209.848517
-112.127287,63,5213.674344
-119.211309,16,5214.726404
-836.956739,110,5221.129419
-6413.421294,820,5269.865607
-748.769503,89,5275.377014
-2078.901571,311,5293.157275
-1324.201794,182,5304.758262
-544.967318,79,5309.808969
-297.100115,58,5313.335383
-856.453328,118,5320.573409
-129.562474,20,5321.875586
-90.328109,12,5322.714595
-914.330034,118,5329.757598
-107.679039,14,5330.678109
-166.301883,33,5332.65103
-257.696368,37,5334.783884
-224.468369,30,5336.627755
-9246.615532,1198,5411.631877
-1015.931394,134,5419.921018
-9323.588036,1198,5503.666698
-2134.784618,278,5521.202752
-187.574145,28,5523.01948
-195.097028,34,5525.091236
-3067.288033,410,5549.477888
-392.053013,70,5553.835033
696932.413839,99,5559.930953
-497.263144,70,5564.055356
-9188.911492,1198,5641.816159
-107.671945,13,5642.853083
-121.084935,16,5643.934302
-3170.366688,402,5669.132894
-71.607408,10,5669.891834
-627.587675,84,5674.665389
-1554.27794,205,5688.236972
-5608.45612,719,5734.670179
2579129.261171,1198,5807.573514
-97.526223,22,5809.195212
-846.130302,155,5818.314523
-112.193957,15,5819.315151
-450.0077,65,5823.003623
-36.240839,17,5824.14628
-1277.205297,174,5835.353047
-142.413635,22,5836.752274
-128.080067,14,5837.671731
-188.763097,25,5839.286713
-138.228256,20,5840.59301
-897.864565,125,5848.273213
