#{"t_start": 1626354427.3604953, "env_id": null}
r,l,t
2246.400019,284,7746.092172
3661.612437,705,7787.858076
1902.483612,400,7812.420356
1344.964007,521,7843.962888
2807.750405,613,7880.36588
313.970032,186,7891.814939
1120.951519,338,7912.320841
2429.212389,612,7949.341247
3601.153692,1038,8010.866487
654.342782,139,8019.836622
1994.941859,513,8050.398031
1175.168221,221,8063.540896
-178.344733,120,8070.773979
1606.298832,423,8096.769185
626.273361,288,8113.84358
-533.423328,345,8134.735349
2793.607635,556,8168.083203
4136.199578,718,8211.210054
2447.577485,727,8254.524858
3586.090825,919,8309.398631
74.739428,98,8315.558809
2682.909817,671,8355.398192
5466.599337,984,8414.565681
2197.406367,614,8450.698754
1486.572981,209,8463.626264
-550.52505,247,8478.631412
236.342282,475,8507.275361
674.817173,178,8517.911959
2400.058854,739,8561.736463
1860.618209,462,8589.295341
197.743697,326,8610.001817
1708.427564,547,8643.324981
1923.981088,576,8677.30443
3177.825025,845,8727.810202
3119.981032,904,8782.671553
1469.570773,294,8800.776296
917.13038,195,8812.683759
348.772449,121,8820.422153
828.64611,598,8855.713781
4164.886809,688,8897.651742
1221.575665,405,8922.08362
1096.844001,413,8946.738767
689.095438,304,8965.253137
1127.513193,606,9001.683494
1231.905166,1086,9065.937327
1463.988775,261,9082.154199
65.200493,97,9088.557337
2060.588044,425,9114.744177
1859.399212,493,9144.267867
1381.324829,267,9160.522366
554.316978,204,9173.043887
2015.64928,500,9203.520793
2938.497254,610,9240.742553
1729.53637,328,9261.133759
5397.387765,946,9318.283789
273.755832,179,9329.144952
2721.838685,747,9373.952473
3588.939985,815,9423.929328
2792.51904,684,9464.442554
1232.844357,270,9481.230619
1851.803673,479,9510.319677
201.32133,137,9518.849542
551.230365,254,9534.519494
1985.716041,670,9574.473789
573.303471,196,9586.229831
5599.719722,855,9636.876572
2135.030573,714,9678.779331
1705.799955,341,9699.04921
3962.076553,946,9759.37586
2618.207306,1011,9820.434928
4360.923225,816,9869.61485
4552.877118,613,9906.810851
504.167015,153,9916.135211
2903.201437,541,9949.04636
1865.707276,534,9980.904457
2078.124283,356,10002.244887
1058.637118,197,10014.124833
972.67711,155,10023.686047
1277.14123,526,10055.300085
2777.962833,695,10097.587126
4754.60039,1198,10169.857509
4337.690601,729,10212.62122
3282.855213,589,10248.564785
10.299924,316,10269.141268
4144.25507,650,10308.13519
3859.135684,828,10358.417591
6246.620372,1198,10429.968741
3453.194587,835,10480.489712
1929.356112,422,10505.857203
2348.721312,484,10535.061875
4101.184357,676,10575.068895
1448.309188,292,10592.552656
2071.733781,879,10646.097187
3237.471914,725,10689.548674
101.115637,185,10701.132175
1251.692237,302,10719.077977
3077.677909,477,10747.5954
5352.4351,924,10802.632887
6242.983871,1198,10873.954669
1820.462759,424,10899.483663
1331.542553,293,10917.389222
1176.56649,522,10948.332233
4136.26585,982,11007.840725
1380.895172,416,11032.765659
5609.784765,1198,11104.46148
706.958958,284,11122.264875
368.336955,451,11148.926463
3595.645665,808,11196.921377
6112.053024,1198,11269.438777
2169.525585,390,11293.181875
3377.499348,520,11324.088403
2648.815375,632,11362.401983
1211.580318,248,11377.573705
5289.156254,1098,11443.351661
-28.405916,123,11450.876323
1550.562172,951,11508.249499
3294.162281,843,11559.797418
424.791744,258,11575.757124
5309.978038,1198,11649.003469
-721.06693,459,11676.955544
3201.116201,1198,11752.223165
5141.7373,1198,11826.164055
2495.9563,502,11857.648749
2732.875127,661,11898.55512
6818.090327,1198,11971.026963
1691.494617,1198,12043.426073
3636.535727,635,12081.866156
5523.565256,1198,12153.885376
4838.080496,916,12209.652143
4384.38706,540,12241.440741
5642.425178,837,12292.188792
2595.657448,775,12338.50249
4030.438432,806,12387.397684
2189.938469,472,12415.774066
4808.067153,874,12468.386635
957.618377,182,12479.888838
3623.285374,495,12510.194955
5507.094201,950,12567.424824
9390.686557,1198,12639.173122
3544.908799,660,12679.659217
5949.277458,1151,12749.401964
3425.703836,709,12793.063958
3215.14551,513,12824.104205
6015.418026,1006,12884.868424
4393.768113,865,12938.896617
1345.970768,619,12976.092221
7455.273313,1198,13048.45205
7690.530736,1198,13121.480072
-112.492213,165,13132.013168
4368.00954,1198,13206.162171
6628.485719,1198,13279.439837
-43.926936,66,13283.679621
7395.914793,1198,13356.149137
1439.119396,391,13379.902941
3305.086701,613,13417.00291
7281.052679,1198,13489.936499
4390.848465,647,13528.79558
6155.106884,1198,13600.890576
2685.600653,612,13639.032282
7138.945286,1198,13711.458454
7109.023684,1198,13784.916225
7403.689397,1198,13858.177287
5960.801549,1198,13930.20148
3201.540043,993,13992.99455
8714.161442,1127,14061.585032
6967.95251,1198,14133.203075
5815.394263,1023,14195.006789
8363.818457,1198,14267.250873
7653.919159,1198,14341.116923
2195.647496,427,14368.16792
7165.956548,1198,14442.638326
3123.680385,829,14493.412594
8886.450555,1188,14565.481299
5966.11853,1198,14640.430693
889.802636,470,14668.851263
3474.482783,547,14701.056672
4290.716932,675,14742.484812
3765.233155,806,14791.334923
8703.114156,1198,14864.269081
3644.585574,687,14905.671672
1736.711965,507,14936.795807
723.066116,150,14946.090317
7102.886968,1198,15017.818922
6133.600007,1198,15090.256677
5456.107684,714,15134.425719
4184.389098,725,15177.455113
3814.599838,581,15212.329392
7208.635827,1198,15286.364608
-1047.064634,325,15305.026568
8884.089443,1198,15378.377298
4248.452389,881,15431.586587
1420.130064,208,15444.235209
6201.643959,1198,15517.819488
4846.184529,801,15566.825523
844.52057,287,15584.420836
7988.71047,1198,15657.744164
1304.114873,908,15712.428125
7269.950735,1198,15786.32171
549.264725,247,15802.140067
4617.659682,996,15862.204474
7362.498417,1198,15934.793333
6078.291685,1198,16007.525441
7387.481319,1198,16080.925029
6504.738535,1198,16154.581616
7156.956361,1198,16227.879272
738.119088,150,16237.464479
1104.733153,326,16257.273492
7078.401828,1198,16330.616011
1234.721312,452,16357.630785
3799.962874,665,16397.663224
3790.165477,834,16449.188101
