#{"t_start": 1623684081.5988045, "env_id": null}
r,l,t
49.233287,11,465.373334
213.356341,15,466.295136
-104.433511,9,466.876457
74.732325,16,467.86269
222.276572,16,468.855
14.078267,12,469.595427
162.032093,12,470.36753
136.746255,17,471.360512
197.258621,14,472.228364
95.704656,10,472.873657
148.837663,26,474.448611
-49.017391,17,475.452895
163.490031,12,476.199523
-32.154252,8,476.718028
166.05652,13,477.545152
58.727453,10,478.20333
111.390519,16,479.181249
73.93318,11,479.874585
142.482429,14,480.741607
514.441995,27,482.342041
-32.641122,14,483.180359
-5.133078,25,484.684501
133.644491,31,486.454638
9.23384,33,488.357399
93.662473,10,489.018603
114.089663,10,489.691231
234.455743,18,490.778648
132.888556,21,492.043485
82.533255,13,492.842208
200.497273,22,494.214551
7.633496,16,495.16992
94.157334,18,496.2363
-146.247483,18,497.295904
37.121137,19,498.470324
-40.029653,17,499.508565
-3.43681,17,500.537318
114.905387,13,501.341414
-169.434744,31,503.093918
132.685224,10,503.728744
117.927503,14,504.57955
137.273618,17,505.606429
34.716958,11,506.293571
0.883453,20,507.511125
38.960015,13,508.326002
-10.324899,14,509.189742
-13.678258,25,510.620674
7.794728,11,511.296873
150.533777,15,512.238118
26.954613,18,513.285782
167.640432,16,514.249846
151.093599,22,515.568245
209.484015,17,516.585429
61.188178,11,517.285716
152.887593,14,518.183831
141.628611,14,519.022707
34.839672,18,520.120529
155.534394,15,521.077184
99.183423,14,521.951833
121.37281,15,522.890692
98.569647,13,523.711019
-26.076937,12,524.486499
91.618458,14,525.34086
63.471387,18,526.44059
117.247749,10,527.091878
108.209195,12,527.853011
110.685886,17,528.918811
81.153058,25,530.457375
-70.274478,16,531.462373
74.936196,18,532.551502
-20.601863,21,533.786115
63.401846,15,534.675693
193.441733,19,535.82155
35.447063,14,536.698035
-11.849209,14,537.586046
54.732878,12,538.357637
324.903612,24,539.78671
72.077754,16,540.777685
-79.621139,18,541.923035
188.394449,14,542.812616
125.024725,14,543.702083
241.65857,17,544.723502
46.646646,15,545.641857
82.763539,13,546.477142
130.703153,12,547.243143
122.094028,14,548.124444
72.568696,18,549.200111
99.200359,20,550.391364
115.113476,16,551.345958
20.201967,21,552.587775
53.47844,26,554.093121
109.24212,15,555.043089
-39.315652,10,555.635072
-26.918345,10,556.264375
-2.326898,13,557.015625
-43.629896,15,557.954072
5.661726,13,558.756754
86.798539,17,559.786329
88.044147,11,560.470281
-7.171104,11,561.150497
139.778787,13,561.959161
98.386694,17,563.020509
106.433542,20,564.247987
56.955694,14,565.11888
-95.546479,21,566.425697
148.304418,15,567.366693
127.78901,12,568.151544
18.509728,18,569.25935
33.686669,15,570.120669
199.125149,17,571.161594
34.177953,13,571.98336
140.337305,15,572.915695
54.207857,11,573.651257
8.056335,18,574.733278
43.823147,19,575.885389
-1.236861,16,576.88411
154.587234,20,578.068
128.31089,14,578.950484
110.985004,12,579.724293
43.311951,13,580.543532
113.769588,15,581.423756
149.299398,13,582.278605
133.939687,15,583.211774
130.161588,15,584.139054
109.436981,19,585.29867
194.456822,17,586.331809
114.785578,15,587.266485
164.120439,15,588.219175
-145.481158,20,589.425518
102.177273,13,590.278033
169.267583,14,591.193398
92.159349,14,592.086045
109.53682,17,593.146975
12.156386,14,594.029047
-26.898003,13,594.861948
164.571383,17,595.883504
192.799605,22,597.241907
104.136613,14,598.127593
482.281389,24,599.55891
26.701923,14,600.471714
86.672745,10,601.129004
47.030938,13,601.958016
304.780207,23,603.373067
50.31658,12,604.141353
116.129259,18,605.253704
268.681938,17,606.310076
163.992448,12,607.083431
159.033198,14,607.936082
-28.178399,18,609.061209
94.352739,12,609.837304
53.880277,12,610.631902
35.841506,12,611.385722
-19.752697,17,612.442713
-32.001165,37,614.653396
-0.500531,26,616.230491
82.309283,18,617.335857
131.987398,16,618.368247
74.491195,12,619.132409
15.075335,13,619.936987
109.158991,15,620.904083
91.008613,28,622.630027
127.245169,11,623.357404
151.465151,20,624.591039
-28.450717,25,626.213727
-25.439282,24,627.694384
160.966958,11,628.43975
153.719796,11,629.169724
190.619854,22,630.490449
1.256126,20,631.703812
18.105027,12,632.488255
161.888506,19,633.673866
174.896978,31,635.615191
127.217487,11,636.369194
-72.790396,19,637.509193
97.932432,14,638.401
-2.389853,18,639.517519
58.336173,9,640.110071
50.579832,11,640.838992
141.580557,11,641.564436
68.434835,11,642.272131
101.845059,19,643.457355
165.803044,20,644.684323
159.679263,20,645.916555
-13.80966,34,647.890149
91.132978,11,648.622508
131.628067,16,649.64207
33.562572,15,650.55963
103.792995,14,651.442214
54.610262,10,652.09301
-105.492885,28,653.852777
110.605953,12,654.627753
127.493941,13,655.461597
127.90878,10,656.136579
186.048197,19,657.312057
99.954665,13,658.106678
195.055749,17,659.189209
53.160673,19,660.346796
15.11757,9,660.937112
108.268865,16,661.907471
97.402038,40,664.425513
111.063414,24,665.973054
77.840813,16,666.943496
-139.932438,31,668.813552
180.770989,16,669.82128
200.635089,22,671.193304
41.706279,11,671.914105
123.666707,15,672.910301
225.847558,24,674.368667
103.778696,11,675.091201
104.273608,10,675.776412
77.048562,32,677.672352
179.523611,22,679.018355
48.517718,9,679.612689
125.269511,26,681.177032
109.086663,16,682.187753
210.454149,23,683.609844
73.657075,13,684.462319
126.618378,15,685.384538
275.376117,22,686.743979
294.701923,18,687.869497
125.385809,18,688.930046
241.387617,49,691.936781
90.050513,12,692.718153
100.186747,30,694.51634
147.660158,16,695.514962
58.58518,12,696.29449
128.861391,10,696.965689
295.916741,27,698.634095
132.576731,13,699.464683
92.150835,12,700.233739
164.229788,16,701.222301
165.001832,15,702.182638
162.68222,21,703.464688
193.996802,18,704.573193
57.12288,12,705.345604
104.765597,11,706.042117
95.155379,16,707.027605
108.603547,16,707.985707
88.029614,11,708.722391
166.929962,13,709.586851
81.217287,14,710.440885
126.246771,17,711.46159
169.720815,15,712.418318
174.39398,22,713.808479
5.060462,14,714.706641
127.672508,14,715.605362
126.035505,12,716.350389
157.873144,29,718.08003
379.406117,31,719.991214
92.753178,24,721.454124
238.08409,19,722.5853
156.633265,11,723.302813
190.151542,11,724.025329
82.950821,25,725.592627
196.657993,20,726.785582
141.368947,14,727.644051
135.881007,12,728.429653
247.038282,28,730.161173
111.910068,18,731.207318
191.965255,17,732.234931
86.472448,15,733.183408
184.476013,22,734.482732
167.716748,11,735.199063
95.73448,13,736.046126
217.533997,25,737.599692
-81.754537,30,739.369317
90.985731,16,740.377804
-25.254237,18,741.483823
139.659896,12,742.28339
5.054114,32,744.084437
121.184286,22,745.402227
76.80867,21,746.753758
161.168396,16,747.74949
221.283836,24,749.22224
184.569255,15,750.153034
29.960081,17,751.216803
114.421495,30,752.977067
853.844398,20,754.20351
147.319726,24,755.659476
855.515454,33,757.673136
110.964084,27,759.300551
131.965506,22,760.653675
89.718377,18,761.780881
238.552211,35,763.9065
25.868128,19,765.098378
233.353776,16,766.101606
76.305143,18,767.195621
215.947257,41,769.732691
95.3181,15,770.661466
120.988343,16,771.663079
-24.362924,35,773.689997
57.351145,12,774.437123
142.709419,11,775.15501
308.326807,19,776.308412
178.942203,13,777.138768
138.095247,14,778.031219
162.902334,13,778.887716
293.069755,39,781.255004
209.140379,18,782.388742
199.977455,30,784.166877
162.176758,16,785.154427
213.255435,16,786.156598
168.035623,17,787.245719
8.532035,16,788.220402
-331.24478,43,790.804337
145.502168,11,791.547065
221.812842,27,793.127204
174.825902,19,794.269308
184.619639,24,795.692523
159.944336,16,796.675371
83.306681,21,797.928638
150.720598,14,798.815192
112.320888,17,799.895843
62.278781,32,801.870427
48.782197,16,802.879797
252.135059,20,804.110883
-16.363294,26,805.68677
84.467874,19,806.826599
150.74478,14,807.724125
692.061262,20,808.949077
155.165857,13,809.810342
53.932445,12,810.550802
18.801652,14,811.442416
122.793421,13,812.29053
136.775668,15,813.227555
126.648601,55,816.499755
167.12321,22,817.829215
140.828217,11,818.575431
238.622084,22,819.917382
221.827527,21,821.236244
166.985423,12,822.025504
126.911452,18,823.100919
-27.383555,12,823.832136
224.260789,21,825.10424
221.984449,19,826.271409
179.012867,18,827.392261
151.330463,21,828.694319
264.194739,25,830.208849
269.261566,34,832.250812
39.580787,39,834.628879
73.896421,17,835.676781
377.833349,15,836.638401
79.652934,14,837.530914
229.405367,24,838.981361
251.480693,36,841.167787
86.184677,15,842.13178
181.364009,14,843.027712
111.527165,23,844.41457
199.15917,21,845.720154
178.094512,17,846.757299
62.174889,14,847.633994
208.246944,18,848.73502
33.529497,17,849.806517
-40.799874,47,852.748081
121.283175,15,853.709582
288.202071,21,854.992795
223.494828,47,857.903354
269.323885,28,859.60614
199.892395,16,860.585222
150.167616,12,861.371041
60.92035,19,862.548922
101.411281,18,863.686441
45.393034,18,864.759975
233.931723,20,865.972313
76.869404,24,867.450471
80.907668,21,868.743096
275.854553,19,869.921936
173.180632,32,871.844821
120.196805,11,872.584331
191.40389,13,873.430509
108.269416,12,874.205867
132.547903,54,877.456904
160.782301,19,878.591531
182.581372,17,879.634057
211.766653,19,880.800375
43.033543,30,882.616272
161.961969,18,883.738918
122.36602,20,884.95244
113.15797,27,886.509354
159.208799,13,887.340045
260.846454,20,888.557456
121.789547,13,889.385743
69.018015,20,890.643905
92.465438,12,891.418211
133.231449,14,892.308908
231.449462,17,893.362441
26.266153,12,894.131178
175.183953,14,895.015402
99.516514,14,895.867665
197.697234,17,896.914917
92.438768,11,897.644203
22.804413,31,899.575848
105.670426,14,900.455688
98.420619,15,901.390676
194.654726,19,902.543346
48.104462,14,903.435326
136.363311,13,904.255558
95.33763,16,905.263403
150.184947,19,906.42333
123.373505,13,907.234785
186.913178,20,908.453155
129.220192,13,909.250635
243.199162,24,910.668223
-18.767384,12,911.39343
165.156524,14,912.245911
158.257066,15,913.208726
180.43285,13,914.036236
177.689189,32,915.926135
66.61506,21,917.262035
59.48018,16,918.254423
201.756135,19,919.411278
246.988995,27,921.014205
196.454258,23,922.442407
297.35773,25,923.967198
233.783938,18,925.078048
188.396572,15,926.032762
32.757186,22,927.379651
347.649342,21,928.66664
132.126032,13,929.495474
124.573023,19,930.65832
171.003592,19,931.820172
130.369798,22,933.182944
190.142926,23,934.559252
104.270517,12,935.380405
81.185206,37,937.614153
162.14068,13,938.43925
86.837194,18,939.501663
87.204246,15,940.431559
143.75685,17,941.468479
92.783478,32,943.393041
100.28199,28,945.108781
77.457381,15,946.026234
182.966801,20,947.236632
261.773211,20,948.468614
125.858217,13,949.27667
265.541641,21,950.536517
89.744155,10,951.173541
140.917607,17,952.229227
370.128284,45,954.914295
152.215591,37,957.083754
112.02119,19,958.259201
452.149304,32,960.172355
172.802247,21,961.467123
248.01545,33,963.480717
224.95007,18,964.550825
226.372611,17,965.584829
156.435972,18,966.668803
2025.601938,42,969.228147
18.532351,18,970.379355
194.557663,17,971.462876
162.719009,11,972.212297
152.515815,13,973.053694
180.162506,32,974.966604
12.01013,29,976.674797
280.437708,21,977.950681
236.355403,27,979.62526
176.639366,13,980.484552
177.253941,41,982.947488
194.833455,20,984.194845
260.123248,27,985.81668
201.104028,27,987.457268
263.694086,34,989.496819
323.667433,26,991.119518
12.81212,30,992.956701
210.172794,35,995.070178
254.952958,24,996.511018
359.8539,36,998.659323
154.89526,36,1000.847719
1067.732952,28,1002.508683
83.669959,28,1004.176913
213.365975,28,1005.894068
262.061966,16,1006.875306
106.186253,13,1007.690142
289.265007,31,1009.5591
-33.678227,33,1011.466324
100.833857,19,1012.61342
142.15493,26,1014.164343
262.206961,27,1015.827255
127.986667,26,1017.327896
156.986169,17,1018.410311
1172.690018,44,1021.052846
200.608572,19,1022.241896
361.39113,36,1024.443794
75.365747,22,1025.72855
1343.142859,56,1029.311398
303.602988,36,1031.472919
263.460931,29,1033.191597
198.027223,28,1034.908355
127.726226,18,1035.988409
101.878876,13,1036.792284
51.43965,28,1038.516209
173.690149,13,1039.36243
151.625055,19,1040.528117
183.625749,19,1041.71777
169.667143,18,1042.813365
138.17911,23,1044.211846
140.261642,16,1045.207464
45.570095,19,1046.351917
55.720919,14,1047.242623
117.38153,16,1048.252644
312.197703,31,1050.091091
231.937544,15,1051.085269
98.842353,28,1052.822695
135.791118,11,1053.590388
240.956928,34,1055.620126
205.506145,31,1057.491161
60.22222,12,1058.243232
463.008915,35,1060.344069
299.717974,28,1062.035837
375.065305,28,1063.757191
92.560986,21,1065.02639
258.222185,23,1066.391786
179.519264,18,1067.481396
166.166036,17,1068.551659
163.636195,15,1069.484959
180.113252,18,1070.560115
221.555894,19,1071.720733
86.36088,11,1072.428794
195.890014,18,1073.515225
147.943559,19,1074.659117
56.371141,51,1077.810941
98.066471,23,1079.149204
204.470274,28,1080.899276
177.619357,15,1081.840334
179.101711,31,1083.724009
206.940444,20,1084.929295
279.875599,22,1086.268776
3356.778476,35,1088.383234
151.243132,17,1089.449471
199.983293,28,1091.150852
81.067932,20,1092.396718
217.152965,59,1095.940654
759.791261,43,1098.590236
-141.40054,33,1100.593415
141.540901,27,1102.257365
158.81957,16,1103.260114
295.232529,22,1104.63926
203.065403,20,1105.902298
173.795632,29,1107.642552
181.88236,19,1108.794764
67.94001,13,1109.624733
53.926914,13,1110.465026
190.052867,17,1111.514341
172.47511,21,1112.801797
88.035181,48,1115.845497
122.738374,23,1117.167888
109.888816,31,1119.078975
194.007075,45,1121.85141
152.050392,41,1124.222829
45.859922,43,1126.892188
81.577375,20,1128.100731
106.964477,20,1129.322178
35.251671,63,1133.288993
-102.951816,55,1136.741124
109.048761,22,1138.119763
